Date,open,high,low,close,volume,SP>SMA5,SP>SMA7,SP>SMA14,SMA5>SMA14,SP>EMA5,SP>EMA7,SP>EMA9,SP>EMA13,SP>EMA20,EMA9>EMA20,MACD>MACD_SIGNAL,RSI<30,RSI>70,SP>UBB,SP<LBB,SP>MBB,VOL>AVG_VOL10,INC_VOL
2018-12-19,1543.050048828125,1584.530029296875,1483.1800537109375,1495.0799560546875,8792200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-20,1484.0,1509.5,1432.68994140625,1460.8299560546875,9991800,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2018-12-21,1464.989990234375,1480.0,1363.9599609375,1377.449951171875,13640300,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
2018-12-24,1346.0,1396.030029296875,1307.0,1343.9599609375,7220000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2018-12-26,1368.8900146484375,1473.1600341796875,1363.010009765625,1470.9000244140625,10411800,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-27,1454.199951171875,1469.0,1390.31005859375,1461.6400146484375,9722000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-28,1473.3499755859375,1513.469970703125,1449.0,1478.02001953125,8829000,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-31,1510.800048828125,1520.760009765625,1487.0,1501.969970703125,6954500,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2019-01-02,1465.199951171875,1553.3599853515625,1460.9300537109375,1539.1300048828125,7983100,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False
2019-01-03,1520.010009765625,1538.0,1497.1099853515625,1500.280029296875,6975600,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
2019-01-04,1530.0,1594.0,1518.31005859375,1575.3900146484375,9182600,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-01-07,1602.31005859375,1634.56005859375,1589.18994140625,1629.510009765625,7993200,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-01-08,1664.68994140625,1676.6099853515625,1616.6099853515625,1656.5799560546875,8881400,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-09,1652.97998046875,1667.800048828125,1641.4000244140625,1659.4200439453125,6348800,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-10,1641.010009765625,1663.25,1621.6199951171875,1656.219970703125,6507700,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-11,1640.550048828125,1660.2900390625,1636.219970703125,1640.56005859375,4686200,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-14,1615.0,1648.199951171875,1595.1500244140625,1617.2099609375,6005900,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-15,1632.0,1675.1600341796875,1626.010009765625,1674.56005859375,5998500,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-16,1684.219970703125,1705.0,1675.8800048828125,1683.780029296875,6366900,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-17,1680.0,1700.1700439453125,1677.5,1693.219970703125,4208900,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-18,1712.0,1716.199951171875,1691.5400390625,1696.199951171875,6020500,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-22,1681.0,1681.8699951171875,1610.199951171875,1632.1700439453125,6416800,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True
2019-01-23,1656.0,1657.4300537109375,1612.0,1640.02001953125,5225200,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False
2019-01-24,1641.0699462890625,1657.260009765625,1631.780029296875,1654.9300537109375,4089900,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-25,1670.5,1683.47998046875,1661.6099853515625,1670.5699462890625,4945900,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-01-28,1643.5899658203125,1645.0,1614.0899658203125,1637.8900146484375,4837700,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
2019-01-29,1631.27001953125,1632.3800048828125,1590.719970703125,1593.8800048828125,4632800,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-01-30,1623.0,1676.949951171875,1619.6800537109375,1670.4300537109375,5783800,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-01-31,1692.8499755859375,1736.4100341796875,1679.0799560546875,1718.72998046875,10910300,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True
2019-02-01,1638.8800048828125,1673.06005859375,1622.010009765625,1626.22998046875,11506200,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2019-02-04,1623.0,1649.6300048828125,1613.5,1633.31005859375,4929100,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-02-05,1643.3399658203125,1665.260009765625,1642.5,1658.81005859375,4453100,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-02-06,1670.75,1672.260009765625,1633.3399658203125,1640.260009765625,3939900,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2019-02-07,1625.0,1625.5400390625,1592.9100341796875,1614.3699951171875,4626600,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-02-08,1586.0,1588.5899658203125,1566.760009765625,1588.219970703125,5657500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-02-11,1600.97998046875,1609.2900390625,1586.0,1591.0,3317300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-12,1604.0,1639.4000244140625,1598.8800048828125,1638.010009765625,4858600,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2019-02-13,1647.0,1656.3800048828125,1637.1099853515625,1640.0,3560300,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2019-02-14,1624.5,1637.9000244140625,1606.06005859375,1622.6500244140625,4120500,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-15,1627.8599853515625,1628.9100341796875,1604.5,1607.949951171875,4343900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-02-19,1601.0,1634.0,1600.56005859375,1627.5799560546875,3681700,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2019-02-20,1630.0,1634.9300537109375,1610.1199951171875,1622.0999755859375,3337600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-21,1619.8499755859375,1623.56005859375,1600.9100341796875,1619.43994140625,3483400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-22,1623.5,1634.93994140625,1621.1700439453125,1631.56005859375,3096200,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
2019-02-25,1641.449951171875,1654.5999755859375,1630.3900146484375,1633.0,3184500,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False
2019-02-26,1625.97998046875,1639.989990234375,1616.1300048828125,1636.4000244140625,2665800,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-02-27,1628.1800537109375,1641.81005859375,1615.0999755859375,1641.0899658203125,3148800,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-02-28,1635.25,1651.77001953125,1633.8299560546875,1639.8299560546875,3025900,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-01,1655.1300048828125,1674.260009765625,1651.0,1671.72998046875,4974900,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False
2019-03-04,1685.0,1709.4300537109375,1674.3599853515625,1696.1700439453125,6167400,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
2019-03-05,1702.949951171875,1707.800048828125,1689.010009765625,1692.4300537109375,3681500,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-03-06,1695.969970703125,1697.75,1668.280029296875,1668.949951171875,3996000,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-07,1667.3699951171875,1669.75,1620.510009765625,1625.949951171875,4957000,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2019-03-08,1604.010009765625,1622.719970703125,1586.5699462890625,1620.800048828125,4667000,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-03-11,1626.1199951171875,1672.2900390625,1626.010009765625,1670.6199951171875,3876400,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-12,1669.0,1684.27001953125,1660.97998046875,1673.0999755859375,3614500,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-13,1683.0,1700.0,1679.3499755859375,1690.81005859375,3552000,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-14,1691.199951171875,1702.0,1684.3399658203125,1686.219970703125,2946600,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-15,1703.0,1718.800048828125,1693.1300048828125,1712.3599853515625,7550900,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False
2019-03-18,1712.699951171875,1750.0,1712.6300048828125,1742.1500244140625,5429100,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-03-19,1753.510009765625,1784.1600341796875,1753.510009765625,1761.8499755859375,6364200,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False
2019-03-20,1769.93994140625,1799.5,1767.030029296875,1797.27001953125,6265600,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-03-21,1796.260009765625,1823.75,1787.280029296875,1819.260009765625,5767800,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
2019-03-22,1810.1700439453125,1818.97998046875,1763.1099853515625,1764.77001953125,6363000,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-25,1757.7900390625,1782.6800537109375,1747.5,1774.260009765625,5103800,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-26,1793.0,1805.77001953125,1773.3599853515625,1783.760009765625,4865900,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-27,1784.1300048828125,1787.5,1745.6800537109375,1765.699951171875,4324800,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-28,1770.0,1777.9300537109375,1753.469970703125,1773.4200439453125,3043000,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-03-29,1786.5799560546875,1792.8599853515625,1776.6300048828125,1780.75,3320800,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-04-01,1800.1099853515625,1815.6700439453125,1798.72998046875,1814.18994140625,4238800,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True
2019-04-02,1811.02001953125,1820.0,1805.1199951171875,1813.97998046875,3448100,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-03,1826.719970703125,1830.0,1809.6199951171875,1820.699951171875,3926100,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-04,1820.6500244140625,1828.75,1804.199951171875,1818.8599853515625,3623900,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-05,1829.0,1838.5799560546875,1825.18994140625,1837.280029296875,3640500,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-08,1833.22998046875,1850.199951171875,1825.1099853515625,1849.8599853515625,3752800,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-09,1845.489990234375,1853.0899658203125,1831.780029296875,1835.8399658203125,3714400,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-04-10,1841.0,1848.0,1828.81005859375,1847.3299560546875,2964000,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-11,1848.699951171875,1849.949951171875,1840.31005859375,1844.0699462890625,2654800,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-04-12,1848.4000244140625,1851.5,1841.300048828125,1843.06005859375,3114400,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-04-15,1842.0,1846.8499755859375,1818.9000244140625,1844.8699951171875,3724400,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True
2019-04-16,1851.3499755859375,1869.77001953125,1848.0,1863.0400390625,3044600,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-04-17,1872.989990234375,1876.469970703125,1860.43994140625,1864.8199462890625,2893500,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-04-18,1868.7900390625,1870.8199462890625,1859.47998046875,1861.68994140625,2749900,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-04-22,1855.4000244140625,1888.4200439453125,1845.6400146484375,1887.31005859375,3373800,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
2019-04-23,1891.199951171875,1929.260009765625,1889.5799560546875,1923.77001953125,4640400,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
2019-04-24,1925.0,1929.68994140625,1898.1600341796875,1901.75,3675800,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-25,1917.0,1922.449951171875,1900.31005859375,1902.25,6099100,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False
2019-04-26,1929.0,1951.0,1898.0,1950.6300048828125,8432600,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
2019-04-29,1949.0,1956.3399658203125,1934.0899658203125,1938.4300537109375,4021300,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-04-30,1930.0999755859375,1935.7099609375,1906.949951171875,1926.52001953125,3506000,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-05-01,1933.0899658203125,1943.6400146484375,1910.550048828125,1911.52001953125,3117000,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False
2019-05-02,1913.3299560546875,1921.550048828125,1881.8699951171875,1900.8199462890625,3962900,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False
2019-05-03,1949.0,1964.4000244140625,1936.0,1962.4599609375,6381600,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True
2019-05-06,1917.97998046875,1959.0,1910.5,1950.550048828125,5417800,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-05-07,1939.989990234375,1949.0999755859375,1903.3800048828125,1921.0,5902100,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False
2019-05-08,1918.8699951171875,1935.3699951171875,1910.0,1917.77001953125,4078600,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False
2019-05-09,1900.0,1909.4000244140625,1876.0,1899.8699951171875,5308300,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2019-05-10,1898.0,1903.7900390625,1856.0,1889.97998046875,5718000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2019-05-13,1836.56005859375,1846.5400390625,1818.0,1822.6800537109375,5783400,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2019-05-14,1839.5,1852.43994140625,1815.75,1840.1199951171875,4629100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-15,1827.949951171875,1874.4300537109375,1823.0,1871.1500244140625,4692600,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-16,1885.93994140625,1917.510009765625,1882.2900390625,1907.5699462890625,4707800,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False
2019-05-17,1893.050048828125,1910.530029296875,1867.3299560546875,1869.0,4736600,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-20,1852.68994140625,1867.780029296875,1835.5400390625,1858.969970703125,3798200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-21,1874.7900390625,1879.0,1846.0,1857.52001953125,4005100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-22,1851.780029296875,1871.489990234375,1851.0,1859.6800537109375,2936600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-23,1836.5899658203125,1844.0,1804.199951171875,1815.47998046875,4424300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-24,1835.8900146484375,1841.760009765625,1817.8499755859375,1823.280029296875,3369700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-28,1832.75,1849.27001953125,1827.3499755859375,1836.4300537109375,3200000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-29,1823.1199951171875,1830.0,1807.530029296875,1819.18994140625,4279000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-30,1825.489990234375,1829.469970703125,1807.8299560546875,1816.3199462890625,3146900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-31,1790.010009765625,1795.5899658203125,1772.699951171875,1775.0699462890625,4618800,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-06-03,1760.010009765625,1766.2900390625,1672.0,1692.68994140625,9098700,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
2019-06-04,1699.239990234375,1730.8199462890625,1680.8900146484375,1729.56005859375,5679100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-06-05,1749.5999755859375,1752.0,1715.25,1738.5,4239800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-06-06,1737.7099609375,1760.0,1726.1300048828125,1754.3599853515625,3689300,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-06-07,1763.699951171875,1806.25,1759.489990234375,1804.030029296875,4808200,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2019-06-10,1822.0,1884.8699951171875,1818.0,1860.6300048828125,5371000,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True
2019-06-11,1883.25,1893.699951171875,1858.0,1863.699951171875,4042700,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-06-12,1853.97998046875,1865.0,1844.3800048828125,1855.3199462890625,2678300,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False
2019-06-13,1866.719970703125,1883.0899658203125,1862.219970703125,1870.300048828125,2795800,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-06-14,1864.0,1876.0,1859.0,1869.6700439453125,2851200,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-06-17,1876.5,1895.68994140625,1875.449951171875,1886.030029296875,2634300,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False
2019-06-18,1901.3499755859375,1921.6700439453125,1899.7900390625,1901.3699951171875,3895700,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-06-19,1907.8399658203125,1919.5799560546875,1892.469970703125,1908.7900390625,2895300,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
2019-06-20,1933.3299560546875,1935.199951171875,1905.800048828125,1918.18994140625,3217200,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
